Timestamp	Longitude	Latitude	Speed	Operatorname	Operator	CGI	Cellname	Node	CellID	LAC	NetworkTech	NetworkMode	Level	Qual	SNR	CQI	LTERSSI	ARFCN	DL_bitrate	UL_bitrate	PSC	Altitude	Height	Accuracy	Location	State	PINGAVG	PINGMIN	PINGMAX	PINGSTDEV	PINGLOSS	TESTDOWNLINK	TESTUPLINK	TESTDOWNLINKMAX	TESTUPLINKMAX	Test_Status	DataConnection_Type	DataConnection_Info	Layer	Filemark	IMEI	Distance	Bearing	IP	TA	EVENT	EVENTDETAILS	IMSI	MSISDN	SERVINGTIME	CELLHEX	NODEHEX	LACHEX	RAWCELLID	VERSION_NAME	VERSION_CODE	DEVICE	BAND	BANDWIDTH	INFO	SecondCell_NODE	SecondCell_CELLID	SecondCell_RSRP	SecondCell_RSRQ	SecondCell_SNR	CSI_RSRP	CSI_RSRQ	CSI_SNR	NetworkTypeNum	CA	SecondCell_PSC	SecondCell_ARFCN	SecondCell_BAND	Site_BEARING	R1	R2	R3	R4	NTech1	NCellName1	NCellid1	NLAC1	NCell1	NARFCN1	NRxLev1	NQual1	NDistance1	NBearing1	NTech2	NCellName2	NCellid2	NLAC2	NCell2	NARFCN2	NRxLev2	NQual2	NDistance2	NBearing2	NTech3	NCellName3	NCellid3	NLAC3	NCell3	NARFCN3	NRxLev3	NQual3	NDistance3	NBearing3	NTech4	NCellName4	NCellid4	NLAC4	NCell4	NARFCN4	NRxLev4	NQual4	NDistance4	NBearing4	NTech5	NCellName5	NCellid5	NLAC5	NCell5	NARFCN5	NRxLev5	NQual5	NDistance5	NBearing5	NTech6	NCellName6	NCellid6	NLAC6	NCell6	NARFCN6	NRxLev6	NQual6	NDistance6	NBearing6	NTech7	NCellName7	NCellid7	NLAC7	NCell7	NARFCN7	NRxLev7	NQual7	NDistance7	NBearing7	NTech8	NCellName8	NCellid8	NLAC8	NCell8	NARFCN8	NRxLev8	NQual8	NDistance8	NBearing8	NTech9	NCellName9	NCellid9	NLAC9	NCell9	NARFCN9	NRxLev9	NQual9	NDistance9	NBearing9	NTech10	NCellName10	NCellid10	NLAC10	NCell10	NARFCN10	NRxLev10	NQual10	NDistance10	NBearing10	NTech11	NCellName11	NCellid11	NLAC11	NCell11	NARFCN11	NRxLev11	NQual11	NDistance11	NBearing11	NTech12	NCellName12	NCellid12	NLAC12	NCell12	NARFCN12	NRxLev12	NQual12	NDistance12	NBearing12	NTech13	NCellName13	NCellid13	NLAC13	NCell13	NARFCN13	NRxLev13	NQual13	NDistance13	NBearing13	NTech14	NCellName14	NCellid14	NLAC14	NCell14	NARFCN14	NRxLev14	NQual14	NDistance14	NBearing14	NTech15	NCellName15	NCellid15	NLAC15	NCell15	NARFCN15	NRxLev15	NQual15	NDistance15	NBearing15	NTech16	NCellName16	NCellid16	NLAC16	NCell16	NARFCN16	NRxLev16	NQual16	NDistance16	NBearing16	NTech17	NCellName17	NCellid17	NLAC17	NCell17	NARFCN17	NRxLev17	NQual17	NDistance17	NBearing17	NTech18	NCellName18	NCellid18	NLAC18	NCell18	NARFCN18	NRxLev18	NQual18	NDistance18	NBearing18	
2022.07.18_18.41.52	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-77	-5	25.0	13	-61	3350	0	3	326	169	169	56	N	D											M	13	1			-1	1000	10.78.114.23	8	PERIODIC				24	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.41.53	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-77	-5	25.0	13	-61	3350	73	5	326	169	169	56	N	D											M	13	1			-1	1000	10.78.114.23	8	PERIODIC				25	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.41.54	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-77	-5	24.0	13	-61	3350	0	0	326	169	169	56	N	D											M	13	1			-1	1000	10.78.114.23	8	PERIODIC				26	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.41.55	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-77	-5	24.0	12	-59	3350	0	0	326	169	169	56	N	I											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				27	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.41.56	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-76	-5	24.0	12	-59	3350	0	0	326	169	169	56	N	I											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				28	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.41.57	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-76	-5	24.0	12	-59	3350	0	0	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				29	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.41.58	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-76	-9	24.0	12	-59	3350	19	2	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				30	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.41.59	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-76	-9	24.0	12	-59	3350	0	0	326	169	169	56	N	I											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				31	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.00	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-77	-8	22.0	13	-62	3350	254	100	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				32	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.01	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-77	-8	22.0	12	-66	3350	20	2	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				33	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.02	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-84	-4	24.0	11	-66	3350	0	0	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				34	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.03	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-84	-4	24.0	11	-66	3350	19	2	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				35	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.04	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-94	-4	25.0	11	-65	3350	0	0	326	169	169	56	N	I											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				36	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.05	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-94	-4	25.0	11	-65	3350	0	0	326	169	169	56	N	I											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				37	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.06	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-83	-5	23.0	11	-65	3350	0	0	326	169	169	56	N	I											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				38	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.07	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-83	-5	23.0	11	-64	3350	0	1	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				39	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.08	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-81	-5	24.0	11	-64	3350	18	1	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				40	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.09	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-81	-5	24.0	11	-64	3350	137	49	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				41	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.10	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-82	-4	24.0	11	-64	3350	64	22	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				42	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.11	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-82	-4	24.0	14	-64	3350	0	0	326	169	169	56	N	I											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				43	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.12	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-81	-10	24.0	14	-64	3350	53	6	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				44	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.13	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-81	-10	24.0	13	-64	3350	18	1	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				45	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.14	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-81	-4	23.0	13	-64	3350	0	0	326	169	169	56	N	I											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				46	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.15	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-81	-4	23.0	13	-64	3350	0	0	326	169	169	56	N	I											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				47	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.16	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-81	-5	23.0	13	-64	3350	0	0	326	169	169	56	N	I											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				48	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.17	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-81	-5	23.0	12	-64	3350	19	2	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				49	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.18	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-81	-6	26.0	9	-68	3350	176	44	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				50	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.19	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-81	-6	26.0	8	-64	3350	315	89	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				51	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.20	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-81	-6	26.0	14	-61	3350	1752	407	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				52	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.21	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-78	-5	25.0	14	-61	3350	15534	410	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				53	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.22	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-78	-5	25.0	13	-63	3350	75190	784	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				54	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.23	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-80	-6	24.0	13	-63	3350	233	139	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				55	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.24	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-80	-6	24.0	13	-63	3350	5445	56	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				56	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	false				1000					
2022.07.18_18.42.25	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-80	-5	25.0	12	-64	3350	47301	497	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				57	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	true				1000					
2022.07.18_18.42.26	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-80	-5	25.0	12	-64	3350	8	10	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				58	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	true				1000					
2022.07.18_18.42.27	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-81	-4	11.0	12	-64	3350	29248	287	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				59	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	true				1000					
2022.07.18_18.42.29	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-81	-4	11.0	13	-78	3350	88852	753	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				60	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	true				1000					
2022.07.18_18.42.30	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-95	-10	18.0	13	-78	3350	82875	630	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				61	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	true				1000					
2022.07.18_18.42.31	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-95	-10	18.0	9	-80	3350	61343	523	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				62	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	true				1000					
2022.07.18_18.42.32	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-97	-8	19.0	11	-82	3350	73885	697	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				63	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	true				1000					
2022.07.18_18.42.32	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-97	-8	19.0	11	-82	3350	112366	670	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				64	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	true				1000					
2022.07.18_18.42.33	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-99	-8	19.0	11	-82	3350	162995	1100	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				65	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	true				1000					
2022.07.18_18.42.35	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-99	-8	19.0	9	-	3350	162954	1366	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				66	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	true				1000					
2022.07.18_18.42.36	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-97	-11	20.0	9	-	3350	130988	1355	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				67	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	true				1000					
2022.07.18_18.42.37	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-97	-11	20.0	11	-70	3350	134642	977	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				68	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	true				1000					
2022.07.18_18.42.38	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-87	-12	21.0	11	-68	3350	149207	1128	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				69	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	true				1000					
2022.07.18_18.42.39	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-87	-12	21.0	12	-70	3350	165536	1408	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				70	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	true				1000					
2022.07.18_18.42.40	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-87	-12	22.0	10	-74	3350	194376	1895	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				71	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	true				1000					
2022.07.18_18.42.41	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-87	-12	22.0	11	-70	3350	92081	642	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				72	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	true				1000					
2022.07.18_18.42.42	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-87	-5	24.0	13	-64	3350	91355	1818	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				73	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	true				1000					
2022.07.18_18.42.43	7.076181	43.618324	0	Free	20815	208150062100063		410578	63	621	4G	LTE	-87	-5	24.0	9	-71	3350	26	14	326	169	169	56	N	D											M	13	1			-1	1000	10.215.173.1	8	PERIODIC				74	3F	643D2	26D	105108031	25.8	499	samsung:SM-G950F:PPR1.180610.011	L7											13	true				1000					
